Sl.No,Model Year,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption (City (L/100 km),Fuel Consumption(Hwy (L/100 km)),Fuel Consumption(Comb (L/100 km)),Fuel Consumption(Comb (mpg)),CO2 Emission Rating
761,2022,Porsche,718 Cayman GT4,Two-seater,4,6,M6,Z,14,10.1,12.2,23,5
762,2022,Porsche,718 Cayman GTS 4.0,Two-seater,4,6,AM7,Z,12.3,9.8,11.1,25,5
763,2022,Porsche,718 Cayman GTS 4.0,Two-seater,4,6,M6,Z,14,10,12.2,23,5
764,2022,Porsche,718 Spyder,Two-seater,4,6,AM7,Z,13,9.9,11.6,24,5
765,2022,Porsche,718 Spyder,Two-seater,4,6,M6,Z,14,10.1,12.2,23,5
766,2022,Porsche,911 Carrera,Minicompact,3,6,AM8,Z,13.1,9.8,11.6,24,5
767,2022,Porsche,911 Carrera Cabriolet,Minicompact,3,6,AM8,Z,13.1,9.8,11.6,24,5
768,2022,Porsche,911 Carrera 4,Minicompact,3,6,AM8,Z,13.1,9.8,11.6,24,5
769,2022,Porsche,911 Carrera 4 Cabriolet,Minicompact,3,6,AM8,Z,13.1,9.7,11.6,24,5
770,2022,Porsche,911 Carrera S,Minicompact,3,6,AM8,Z,12.9,10.2,11.7,24,5
771,2022,Porsche,911 Carrera S,Minicompact,3,6,M7,Z,12.8,9.4,11.3,25,5
772,2022,Porsche,911 Carrera S Cabriolet,Minicompact,3,6,AM8,Z,12.9,10.2,11.7,24,5
773,2022,Porsche,911 Carrera S Cabriolet,Minicompact,3,6,M7,Z,13.8,9.4,11.8,24,5
774,2022,Porsche,911 Carrera 4S,Minicompact,3,6,AM8,Z,13,10.2,11.8,24,5
775,2022,Porsche,911 Carrera 4S,Minicompact,3,6,M7,Z,13.8,9.3,11.8,24,5
776,2022,Porsche,911 Carrera 4S Cabriolet,Minicompact,3,6,AM8,Z,12.8,10.2,11.7,24,5
777,2022,Porsche,911 Carrera 4S Cabriolet,Minicompact,3,6,M7,Z,13.8,9.8,12,24,5
778,2022,Porsche,911 Carrera GTS,Minicompact,3,6,AM8,Z,13.8,10.1,12.1,23,5
779,2022,Porsche,911 Carrera GTS,Minicompact,3,6,M7,Z,13.5,9.8,11.9,24,5
780,2022,Porsche,911 Carrera GTS Cabriolet,Minicompact,3,6,AM8,Z,13.8,10.2,12.2,23,5
781,2022,Porsche,911 Carrera GTS Cabriolet,Minicompact,3,6,M7,Z,13.8,9.6,11.9,24,5
782,2022,Porsche,911 Carrera 4 GTS,Minicompact,3,6,AM8,Z,13.8,10.1,12.1,23,5
783,2022,Porsche,911 Carrera 4 GTS,Minicompact,3,6,M7,Z,13.8,10.2,12.2,23,5
784,2022,Porsche,911 Carrera 4 GTS Cabriolet,Minicompact,3,6,AM8,Z,13.7,10.7,12.3,23,5
785,2022,Porsche,911 Carrera 4 GTS Cabriolet,Minicompact,3,6,M7,Z,14.7,10.2,12.7,22,5
786,2022,Porsche,911 GT3,Minicompact,4,6,AM7,Z,15.6,12.7,14.3,20,3
787,2022,Porsche,911 GT3,Minicompact,4,6,M6,Z,17,13.1,15.2,19,3
788,2022,Porsche,911 GT3 Touring,Minicompact,4,6,AM7,Z,15.7,12.7,14.4,20,3
789,2022,Porsche,911 GT3 Touring,Minicompact,4,6,M6,Z,16.9,13.1,15.2,19,3
790,2022,Porsche,911 Targa 4,Minicompact,3,6,AM8,Z,13.1,9.8,11.6,24,5
791,2022,Porsche,911 Targa 4S,Minicompact,3,6,AM8,Z,13.1,10.2,11.8,24,5
792,2022,Porsche,911 Targa 4S,Minicompact,3,6,M7,Z,13.7,9.8,11.9,24,5
793,2022,Porsche,911 Targa 4 GTS,Minicompact,3,6,AM8,Z,13.6,10.7,12.3,23,5
794,2022,Porsche,911 Targa 4 GTS,Minicompact,3,6,M7,Z,14.7,10.2,12.7,22,5
795,2022,Porsche,911 Turbo,Minicompact,3.7,6,AM8,Z,15.2,11.9,13.7,21,5
796,2022,Porsche,911 Turbo Cabriolet,Minicompact,3.7,6,AM8,Z,15.6,11.8,13.9,20,5
797,2022,Porsche,911 Turbo S,Minicompact,3.7,6,AM8,Z,15.3,11.8,13.7,21,5
798,2022,Porsche,911 Turbo S Cabriolet,Minicompact,3.7,6,AM8,Z,16,11.8,14.1,20,5
799,2022,Porsche,Cayenne,SUV: Standard,3,6,AS8,Z,13.8,10.7,12.4,23,5
800,2022,Porsche,Cayenne Coupe,SUV: Standard,3,6,AS8,Z,13.8,10.7,12.4,23,5
801,2022,Porsche,Cayenne S,SUV: Standard,2.9,6,AS8,Z,14.7,10.6,12.9,22,5
802,2022,Porsche,Cayenne S Coupe,SUV: Standard,2.9,6,AS8,Z,14.4,11.2,13,22,5
803,2022,Porsche,Cayenne GTS,SUV: Standard,4,8,AS8,Z,15.8,12.3,14.2,20,3
804,2022,Porsche,Cayenne GTS Coupe,SUV: Standard,4,8,AS8,Z,15.2,12.4,14,20,3
805,2022,Porsche,Cayenne Turbo,SUV: Standard,4,8,AS8,Z,16.8,12.4,14.8,19,3
806,2022,Porsche,Cayenne Turbo Coupe,SUV: Standard,4,8,AS8,Z,15.9,12,14.1,20,3
807,2022,Porsche,Cayenne Turbo GT,SUV: Standard,4,8,AS8,Z,16.8,12.4,14.8,19,3
808,2022,Porsche,Macan,SUV: Small,2,4,AM7,Z,12.4,9.3,11,26,5
809,2022,Porsche,Macan S,SUV: Small,2.9,6,AM7,Z,13.8,10.1,12.2,23,5
810,2022,Porsche,Macan GTS,SUV: Small,2.9,6,AM7,Z,13.5,10.7,12.2,23,5
811,2022,Porsche,Panamera,Full-size,2.9,6,AM8,Z,13.1,9.8,11.6,24,5
812,2022,Porsche,Panamera 4,Full-size,2.9,6,AM8,Z,12.8,9.8,11.5,25,5
813,2022,Porsche,Panamera 4 Executive,Full-size,2.9,6,AM8,Z,13.8,10.2,12.2,23,5
814,2022,Porsche,Panamera 4 ST,Full-size,2.9,6,AM8,Z,12.8,10.2,11.7,24,5
815,2022,Porsche,Panamera 4S,Full-size,2.9,6,AM8,Z,12.8,9.8,11.4,25,5
816,2022,Porsche,Panamera 4S Executive,Full-size,2.9,6,AM8,Z,13.8,10.2,12.2,23,5
817,2022,Porsche,Panamera 4S ST,Full-size,2.9,6,AM8,Z,13.8,10.2,12.2,23,5
818,2022,Porsche,Panamera GTS,Full-size,4,8,AM8,Z,15.7,11.2,13.7,21,3
819,2022,Porsche,Panamera GTS ST,Full-size,4,8,AM8,Z,15.7,11.8,13.9,20,3
820,2022,Porsche,Panamera Turbo S,Full-size,4,8,AM8,Z,15.3,11.2,13.5,21,3
821,2022,Porsche,Panamera Turbo S Executive,Full-size,4,8,AM8,Z,15.3,11.2,13.5,21,3
822,2022,Porsche,Panamera Turbo S ST,Full-size,4,8,AM8,Z,15.3,11.2,13.5,21,3
823,2022,Ram,1500 EcoDiesel,Pickup truck: Standard,3,6,A8,D,10.5,7.3,9,31,1
824,2022,Ram,1500 HFE EcoDiesel,Pickup truck: Standard,3,6,A8,D,10.4,7.1,8.9,32,1
825,2022,Ram,1500 eTorque,Pickup truck: Standard,3.6,6,A8,X,11.9,9.4,10.8,26,5
826,2022,Ram,1500 HFE eTorque,Pickup truck: Standard,3.6,6,A8,X,11.6,9,10.4,27,5
827,2022,Ram,1500,Pickup truck: Standard,5.7,8,A8,X,16.2,10.5,13.6,21,5
828,2022,Ram,1500 eTorque,Pickup truck: Standard,5.7,8,A8,X,13,10,11.7,24,5
829,2022,Ram,1500 4X4 EcoDiesel,Pickup truck: Standard,3,6,A8,D,11.1,8,9.7,29,1
830,2022,Ram,1500 4X4 eTorque,Pickup truck: Standard,3.6,6,A8,X,12.2,9.7,11.1,25,5
831,2022,Ram,1500 4X4,Pickup truck: Standard,5.7,8,A8,X,16.1,11,13.8,20,5
832,2022,Ram,1500 4X4 eTorque,Pickup truck: Standard,5.7,8,A8,X,13.4,10.5,12.1,23,5
833,2022,Ram,1500 4X4 TRX,Pickup truck: Standard,6.2,8,A8,Z,22.4,16.5,19.8,14,1
834,2022,Ram,1500 Classic,Pickup truck: Standard,3.6,6,A8,X,13.9,9.6,11.9,24,3
835,2022,Ram,1500 Classic,Pickup truck: Standard,5.7,8,A8,X,15.9,11.1,13.7,21,3
836,2022,Ram,1500 Classic 4X4,Pickup truck: Standard,3.6,6,A8,X,14.5,10.2,12.6,22,3
837,2022,Ram,1500 Classic 4X4,Pickup truck: Standard,5.7,8,A8,X,16.2,11.6,14.1,20,3
838,2022,Ram,ProMaster City,Special purpose vehicle,2.4,4,A9,X,11.2,8.3,9.9,29,6
839,2022,Rolls-Royce,Cullinan,Station wagon: Mid-size,6.7,12,AS8,Z,20.1,12.1,16.5,17,3
840,2022,Rolls-Royce,Cullinan Black Badge,Station wagon: Mid-size,6.7,12,AS8,Z,20.1,12.1,16.5,17,3
841,2022,Rolls-Royce,Ghost,Full-size,6.7,12,AS8,Z,19.9,12.7,16.7,17,3
842,2022,Rolls-Royce,Ghost Black Badge,Full-size,6.7,12,AS8,Z,19.9,12.7,16.7,17,3
843,2022,Rolls-Royce,Ghost EWB,Full-size,6.7,12,AS8,Z,19.9,12.7,16.7,17,3
844,2022,Rolls-Royce,Phantom,Full-size,6.7,12,AS8,Z,20,11.8,16.3,17,3
845,2022,Rolls-Royce,Phantom EWB,Full-size,6.7,12,AS8,Z,20,11.8,16.3,17,3
846,2022,Subaru,Ascent AWD,SUV: Standard,2.4,4,AV8,X,11.7,9,10.5,27,3
847,2022,Subaru,BRZ,Minicompact,2.4,4,AS6,Z,11,7.7,9.5,30,3
848,2022,Subaru,BRZ,Minicompact,2.4,4,M6,Z,12,8.8,10.5,27,3
849,2022,Subaru,Crosstrek AWD,SUV: Small,2,4,AV8,X,8.5,7,7.9,36,7
850,2022,Subaru,Crosstrek AWD,SUV: Small,2,4,M6,X,10.5,8.1,9.4,30,7
851,2022,Subaru,Crosstrek AWD,SUV: Small,2.5,4,AV8,X,8.8,7,8,35,7
852,2022,Subaru,Forester AWD,SUV: Small,2.5,4,AV7,X,9,7.2,8.2,34,7
853,2022,Subaru,Forester Wilderness AWD,SUV: Small,2.5,4,AV8,X,9.5,8.3,9,31,7
854,2022,Subaru,Impreza 4-Door AWD,Mid-size,2,4,AV7,X,8.3,6.4,7.4,38,7
855,2022,Subaru,Impreza 4-Door AWD,Mid-size,2,4,M5,X,10.1,7.5,9,31,7
856,2022,Subaru,Impreza 5-Door AWD,Station wagon: Small,2,4,AV7,X,8.4,6.6,7.6,37,7
857,2022,Subaru,Impreza 5-Door AWD,Station wagon: Small,2,4,M5,X,10.1,7.7,9,31,7
858,2022,Subaru,Legacy AWD,Full-size,2.4,4,AV8,X,9.9,7.3,8.7,32,3
859,2022,Subaru,Legacy AWD,Full-size,2.5,4,AV8,X,8.8,6.7,7.8,36,7
860,2022,Subaru,Outback AWD,SUV: Small,2.4,4,AV8,X,10.1,7.9,9.1,31,3
861,2022,Subaru,Outback AWD,SUV: Small,2.5,4,AV8,X,9,7.1,8.2,34,7
862,2022,Subaru,Outback Wilderness AWD,SUV: Small,2.4,4,AV8,X,10.9,8.9,10,28,3
863,2022,Subaru,WRX AWD,Mid-size,2.4,4,AV8,Z,12.7,9.4,11.2,25,3
864,2022,Subaru,WRX AWD,Mid-size,2.4,4,M6,Z,12.3,9,10.8,26,3
865,2022,Toyota,4Runner 4WD,SUV: Standard,4,6,AS5,X,14.9,12.6,13.8,20,5
866,2022,Toyota,4Runner 4WD (Part-Time 4WD) ,SUV: Standard,4,6,AS5,X,14.8,12.5,13.8,20,5
867,2022,Toyota,C-HR,Compact,2,4,AS7,X,8.7,7.5,8.2,34,3
868,2022,Toyota,Camry LE/SE,Mid-size,2.5,4,AS8,X,8.5,6.1,7.4,38,7
869,2022,Toyota,Camry XSE,Mid-size,2.5,4,AS8,X,8.6,6.3,7.6,37,7
870,2022,Toyota,Camry XSE V6,Mid-size,3.5,6,AS8,X,10.7,7.4,9.2,31,5
871,2022,Toyota,Camry TRD,Mid-size,3.5,6,AS8,X,10.8,7.6,9.4,30,5
872,2022,Toyota,Camry AWD SE,Mid-size,2.5,4,AS8,X,9.4,6.8,8.2,34,6
873,2022,Toyota,Camry AWD XSE,Mid-size,2.5,4,AS8,X,9.5,7,8.4,34,6
874,2022,Toyota,Camry Hybrid LE,Mid-size,2.5,4,AV,X,4.9,4.8,4.9,58,7
875,2022,Toyota,Camry Hybrid SE/XLE/XSE,Mid-size,2.5,4,AV,X,5.3,5,5.1,55,7
876,2022,Toyota,Corolla,Compact,1.8,4,AV,X,7.9,6.2,7.1,40,5
877,2022,Toyota,Corolla XLE,Compact,1.8,4,AV,X,8.1,6.3,7.3,39,5
878,2022,Toyota,Corolla,Compact,1.8,4,M6,X,8,6,7.1,40,5
879,2022,Toyota,Corolla,Compact,2,4,AV10,X,7.6,5.9,6.8,42,7
880,2022,Toyota,Corolla XSE,Compact,2,4,AV10,X,7.7,6.1,7,40,7
881,2022,Toyota,Corolla,Compact,2,4,M6,X,8.2,6.5,7.4,38,7
882,2022,Toyota,Corolla Apex Edition,Compact,2,4,AV10,X,7.7,6.2,7,40,7
883,2022,Toyota,Corolla Hatchback,Compact,2,4,AV10,X,7.5,5.9,6.8,42,7
884,2022,Toyota,Corolla Hatchback,Compact,2,4,M6,X,8.4,6.7,7.6,37,7
885,2022,Toyota,Corolla Hybrid,Compact,1.8,4,AV,X,4.4,4.5,4.5,63,7
886,2022,Toyota,Corolla Cross,SUV: Small,2,4,AV10,X,7.6,7,7.3,39,7
887,2022,Toyota,Corolla Cross AWD,SUV: Small,2,4,AV10,X,8.1,7.4,7.8,36,7
888,2022,Toyota,GR 86,Minicompact,2.4,4,AS6,Z,11.1,7.7,9.6,29,3
889,2022,Toyota,GR 86,Minicompact,2.4,4,M6,Z,11.9,8.7,10.5,27,3
890,2022,Toyota,GR Supra 2.0,Two-seater,2,4,AS8,Z,9.3,7.2,8.4,34,7
891,2022,Toyota,GR Supra 3.0,Two-seater,3,6,AS8,Z,10.6,8,9.4,30,5
892,2022,Toyota,Highlander AWD,SUV: Small,3.5,6,AS8,X,11.8,8.6,10.3,27,5
893,2022,Toyota,Highlander Hybrid AWD,SUV: Standard,2.5,4,AV,X,6.7,6.8,6.7,42,7
894,2022,Toyota,Highlander Hybrid AWD Limited/Platinum,SUV: Standard,2.5,4,AV,X,6.6,6.8,6.7,42,7
895,2022,Toyota,Prius,Mid-size,1.8,4,AV,X,4.4,4.7,4.5,63,7
896,2022,Toyota,Prius AWD,Mid-size,1.8,4,AV,X,4.6,5,4.8,59,7
897,2022,Toyota,RAV4,SUV: Small,2.5,4,AS8,X,8.8,6.8,7.9,36,7
898,2022,Toyota,RAV4 (Stop/Start),SUV: Small,2.5,4,AS8,X,8.5,6.8,7.7,37,7
899,2022,Toyota,RAV4 AWD,SUV: Small,2.5,4,AS8,X,9.5,7.1,8.4,34,6
900,2022,Toyota,RAV4 AWD (Stop/Start),SUV: Small,2.5,4,AS8,X,8.8,7.1,8,35,6
901,2022,Toyota,RAV4 AWD LE,SUV: Small,2.5,4,AS8,X,8.7,6.9,7.9,36,6
902,2022,Toyota,RAV4 AWD TRD Off-Road,SUV: Small,2.5,4,AS8,X,9.5,7.4,8.5,33,6
903,2022,Toyota,RAV4 Hybrid AWD,SUV: Small,2.5,4,AV,X,5.8,6.3,6,47,7
904,2022,Toyota,Sequoia 4WD,SUV: Standard,5.7,8,AS6,X,18.5,13.9,16.4,17,5
905,2022,Toyota,Sienna,Minivan,2.5,4,AV,X,6.6,6.5,6.6,43,7
906,2022,Toyota,Sienna AWD,Minivan,2.5,4,AV,X,6.8,6.6,6.7,42,7
907,2022,Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,AS6,X,13,10.5,11.8,24,5
908,2022,Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,M6,X,13.8,11.4,12.7,22,5
909,2022,Toyota,Tacoma 4WD D-Cab TRD Off-Road/PRO,Pickup truck: Small,3.5,6,M6,X,13.8,11.7,12.9,22,5
910,2022,Toyota,Tundra,Pickup truck: Standard,3.4,6,AS10,X,13.1,10.1,11.8,24,5
911,2022,Toyota,Tundra 4WD,Pickup truck: Standard,3.4,6,AS10,X,13.6,10.4,12.2,23,5
912,2022,Toyota,Tundra 4WD TRD,Pickup truck: Standard,3.4,6,AS10,X,13.5,10.6,12.2,23,5
913,2022,Toyota,Tundra Hybrid 4WD,Pickup truck: Standard,3.4,6,AS10,X,12.7,10.5,11.7,24,5
914,2022,Toyota,Tundra Hybrid 4WD TRD PRO,Pickup truck: Standard,3.4,6,AS10,X,12.5,11.2,11.9,24,5
915,2022,Toyota,Venza AWD,SUV: Small,2.5,4,AV,X,5.9,6.4,6.1,46,7
916,2022,Volkswagen,Atlas 4MOTION,SUV: Small,2,4,AS8,X,11.5,9.5,10.6,27,3
917,2022,Volkswagen,Atlas 4MOTION,SUV: Small,3.6,6,AS8,X,13.8,10.2,12.2,23,5
918,2022,Volkswagen,Atlas Cross Sport 4MOTION,SUV: Small,2,4,AS8,X,11.6,9.7,10.7,26,3
919,2022,Volkswagen,Atlas Cross Sport 4MOTION,SUV: Small,3.6,6,AS8,X,13.1,10,11.7,24,5
920,2022,Volkswagen,Golf GTI,Mid-size,2,4,AM7,X,9.3,7,8.3,34,5
921,2022,Volkswagen,Golf GTI,Mid-size,2,4,M6,X,9.8,6.9,8.5,33,5
922,2022,Volkswagen,Golf R,Mid-size,2,4,AM7,Z,10.3,7.7,9.1,31,5
923,2022,Volkswagen,Golf R,Mid-size,2,4,M6,Z,11.8,8.3,10.2,28,5
924,2022,Volkswagen,Jetta,Compact,1.5,4,AS8,X,7.7,5.7,6.8,42,7
925,2022,Volkswagen,Jetta SE/SEL,Compact,1.5,4,AS8,X,8.1,5.8,7.1,40,7
926,2022,Volkswagen,Jetta,Compact,1.5,4,M6,X,8,5.5,6.9,41,7
927,2022,Volkswagen,Jetta GLI,Compact,2,4,AM7,X,9,6.5,7.9,36,7
928,2022,Volkswagen,Jetta GLI,Compact,2,4,M6,X,9.1,6.4,7.9,36,7
929,2022,Volkswagen,Passat,Mid-size,2,4,AS6,X,9.7,6.6,8.3,34,7
930,2022,Volkswagen,Taos,SUV: Small,1.5,4,A8,X,8.4,6.6,7.6,37,7
931,2022,Volkswagen,Taos 4MOTION,SUV: Small,1.5,4,A7,X,9.5,7.4,8.5,33,7
932,2022,Volkswagen,Tiguan 4MOTION,SUV: Small,2,4,AS8,X,10.6,8,9.4,30,7
933,2022,Volkswagen,Tiguan R-Line 4MOTION,SUV: Small,2,4,AS8,X,11,8.3,9.8,29,7
934,2022,Volvo,S60 B5,Compact,2,4,AS8,Z,9,6.7,8,35,5
935,2022,Volvo,S60 B5 AWD,Compact,2,4,AS8,Z,9.4,6.9,8.3,34,5
936,2022,Volvo,S90 B6 AWD,Mid-size,2,4,AS8,Z,10.4,7.5,9.1,31,7
937,2022,Volvo,V60 T6 AWD,Station wagon: Small,2,4,AS8,Z,11.3,7.5,9.6,29,7
938,2022,Volvo,V60 CC T5 AWD,Station wagon: Small,2,4,AS8,Z,10.9,7.7,9.5,30,5
939,2022,Volvo,V90 CC B6 AWD,Station wagon: Mid-size,2,4,AS8,Z,10.6,8.1,9.5,30,7
940,2022,Volvo,XC40 T4 AWD,SUV: Small,2,4,AS8,X,10.7,7.6,9.3,30,5
941,2022,Volvo,XC40 T5 AWD,SUV: Small,2,4,AS8,Z,10.7,7.7,9.4,30,5
942,2022,Volvo,XC60 B5 AWD,SUV: Small,2,4,AS8,Z,10.5,8.1,9.4,30,5
943,2022,Volvo,XC60 B6 AWD,SUV: Small,2,4,AS8,Z,11,8.7,9.9,29,7
944,2022,Volvo,XC90 T5 AWD,SUV: Standard,2,4,AS8,Z,11.5,8.4,10.1,28,5
945,2022,Volvo,XC90 T6 AWD,SUV: Standard,2,4,AS8,Z,12.4,8.9,10.8,26,7
946,2022,Acura,ILX,Compact,2.4,4,AM8,Z,9.9,7,8.6,33,3
947,2022,Acura,MDX SH-AWD,SUV: Small,3.5,6,AS10,Z,12.6,9.4,11.2,25,5
948,2022,Acura,RDX SH-AWD,SUV: Small,2,4,AS10,Z,11,8.6,9.9,29,6
949,2022,Acura,RDX SH-AWD A-SPEC,SUV: Small,2,4,AS10,Z,11.3,9.1,10.3,27,6
950,2022,Acura,TLX SH-AWD,Compact,2,4,AS10,Z,11.2,8,9.8,29,7
951,2022,Acura,TLX SH-AWD A-SPEC,Compact,2,4,AS10,Z,11.3,8.1,9.8,29,7
952,2022,Acura,TLX Type S,Compact,3,6,AS10,Z,12.3,9.4,11,26,5
953,2022,Acura,TLX Type S (Performance Tire),Compact,3,6,AS10,Z,12.3,9.8,11.2,25,5
954,2022,Alfa Romeo,Giulia,Mid-size,2,4,A8,Z,10,7.2,8.7,32,3
955,2022,Alfa Romeo,Giulia AWD,Mid-size,2,4,A8,Z,10.5,7.7,9.2,31,3
956,2022,Alfa Romeo,Giulia Quadrifoglio,Mid-size,2.9,6,A8,Z,13.5,9.3,11.6,24,3
957,2022,Alfa Romeo,Stelvio,SUV: Small,2,4,A8,Z,10.3,8.1,9.3,30,3
958,2022,Alfa Romeo,Stelvio AWD,SUV: Small,2,4,A8,Z,10.8,8.3,9.6,29,3
959,2022,Alfa Romeo,Stelvio AWD Quadrifoglio,SUV: Small,2.9,6,A8,Z,13.9,10.3,12.3,23,3
960,2022,Aston Martin,DB11 V8,Minicompact,4,8,A8,Z,13,9.8,11.5,25,5
961,2022,Aston Martin,DB11 V12,Minicompact,5.2,12,A8,Z,16.4,10.7,13.8,20,3
962,2022,Aston Martin,DBS V12,Minicompact,5.2,12,A8,Z,16.4,10.7,13.8,20,3
963,2022,Aston Martin,DBX V8,SUV: Standard,4,8,A9,Z,16.8,11.9,14.6,19,5
964,2022,Aston Martin,Vantage V8,Two-seater,4,8,A8,Z,13.1,9.6,11.5,25,5
965,2022,Audi,A3 Sedan 40 TFSI quattro,Subcompact,2,4,AM7,X,8.5,6.6,7.6,37,7
966,2022,Audi,A4 Sedan 40 TFSI quattro,Compact,2,4,AM7,Z,9.1,7,8.2,34,5
967,2022,Audi,A4 Sedan 45 TFSI quattro,Compact,2,4,AM7,Z,9.8,7.6,8.8,32,5
968,2022,Audi,A4 allroad 45 TFSI quattro,Station wagon: Small,2,4,AM7,Z,9.8,7.9,8.9,32,5
969,2022,Audi,A5 Cabriolet 45 TFSI quattro,Subcompact,2,4,AM7,Z,10.4,7.5,9.1,31,5
970,2022,Audi,A5 Coupe 45 TFSI quattro,Subcompact,2,4,AM7,Z,9.8,7.6,8.8,32,5
971,2022,Audi,A5 Sportback 45 TFSI quattro,Mid-size,2,4,AM7,Z,9.8,7.6,8.8,32,5
972,2022,Audi,A6 Sedan 45 TFSI quattro,Mid-size,2,4,AM7,Z,10.2,7.4,8.9,32,5
973,2022,Audi,A6 Sedan 55 TFSI quattro,Mid-size,3,6,AM7,Z,11.1,7.8,9.6,29,5
974,2022,Audi,A6 allroad 55 TFSI quattro,Station wagon: Mid-size,3,6,AM7,Z,11.5,8.3,10,28,5
975,2022,Audi,A7 Sportback 55 TFSI quattro,Mid-size,3,6,AM7,Z,11.1,7.8,9.6,29,5
976,2022,Audi,A8 L Sedan 55 TFSI quattro,Full-size,3,6,AS8,Z,12.6,8.3,10.6,27,5
977,2022,Audi,Q3 40 TFSI quattro,SUV: Small,2,4,AS8,X,10.4,7.7,9.2,31,7
978,2022,Audi,Q3 45 TFSI quattro,SUV: Small,2,4,AS8,X,11.4,8.3,10,28,7
979,2022,Audi,Q5 40 TFSI quattro,SUV: Small,2,4,AM7,Z,10.3,8.1,9.3,30,5
980,2022,Audi,Q5 45 TFSI quattro,SUV: Small,2,4,AM7,Z,10.3,8.4,9.4,30,5
981,2022,Audi,Q5 Sportback 45 TFSI quattro,SUV: Small,2,4,AM7,Z,10.3,8.4,9.4,30,5
982,2022,Audi,Q7 45 TFSI quattro,SUV: Standard,2,4,AS8,Z,12,9.4,10.8,26,3
983,2022,Audi,Q7 55 TFSI quattro,SUV: Standard,3,6,AS8,Z,12.8,10.5,11.7,24,5
984,2022,Audi,Q8 55 TFSI quattro,SUV: Standard,3,6,AS8,Z,12.8,10.5,11.7,24,5
985,2022,Audi,R8 Coupe Performance,Two-seater,5.2,10,AM7,Z,16.7,10.3,13.8,20,1
986,2022,Audi,R8 Coupe Performance quattro,Two-seater,5.2,10,AM7,Z,17.9,12.1,15.3,18,1
987,2022,Audi,R8 Spyder Performance,Two-seater,5.2,10,AM7,Z,16.7,10.3,13.8,20,1
988,2022,Audi,R8 Spyder Performance quattro,Two-seater,5.2,10,AM7,Z,17.9,12.1,15.3,18,1
989,2022,Audi,RS 5 Coupe quattro,Subcompact,2.9,6,AS8,Z,13,9.4,11.4,25,5
990,2022,Audi,RS 5 Sportback quattro,Mid-size,2.9,6,AS8,Z,13.1,9.4,11.4,25,5
991,2022,Audi,RS 6 Avant quattro,Station wagon: Mid-size,4,8,AS8,Z,16.1,10.7,13.7,21,3
992,2022,Audi,RS 7 Sportback quattro,Mid-size,4,8,AS8,Z,16,10.5,13.5,21,3
993,2022,Audi,RS Q8 quattro,SUV: Standard,4,8,AS8,Z,18,12.3,15.4,18,3
994,2022,Audi,S3 Sedan quattro,Subcompact,2,4,AM7,Z,10,7.2,8.8,32,5
995,2022,Audi,S4 Sedan quattro,Compact,3,6,AS8,Z,11.1,8,9.7,29,5
996,2022,Audi,S5 Cabriolet quattro,Subcompact,3,6,AS8,Z,11.3,8.4,10,28,5
997,2022,Audi,S5 Coupe quattro,Subcompact,3,6,AS8,Z,11.1,8,9.7,29,5
998,2022,Audi,S5 Sportback quattro,Mid-size,3,6,AS8,Z,11.1,8,9.7,29,5
999,2022,Audi,S6 Sedan quattro,Mid-size,2.9,6,AS8,Z,12.8,8.5,10.9,26,5
1000,2022,Audi,S7 Sportback quattro,Mid-size,2.9,6,AS8,Z,12.8,8.5,10.9,26,5
1001,2022,Audi,S8 Sedan quattro,Full-size,4,8,AS8,Z,16.9,10.2,13.8,20,3
1002,2022,Audi,SQ5 quattro,SUV: Small,3,6,AS8,Z,12.5,9.7,11.2,25,5
1003,2022,Audi,SQ5 Sportback quattro,SUV: Small,3,6,AS8,Z,12.5,9.7,11.2,25,5
1004,2022,Audi,SQ7 quattro,SUV: Standard,4,8,AS8,Z,16,11.4,13.9,20,3
1005,2022,Audi,SQ8 quattro,SUV: Standard,4,8,AS8,Z,16,11.4,13.9,20,3
1006,2022,Audi,TT Coupe 45 TFSI quattro,Subcompact,2,4,AM7,X,10.5,7.9,9.4,30,7
1007,2022,Audi,TT Roadster 45 TFSI quattro,Two-seater,2,4,AM7,X,10.5,7.9,9.4,30,7
1008,2022,Audi,TT RS Coupe quattro,Subcompact,2.5,5,AM7,Z,11.7,8.1,10.1,28,3
1009,2022,Audi,TTS Coupe quattro,Subcompact,2,4,AM7,Z,10,7.7,9,31,3
1010,2022,Bentley,Bentayga,SUV: Standard,4,8,AS8,Z,15.8,9.9,13.2,21,3
1011,2022,Bentley,Bentayga Speed,SUV: Standard,6,12,AS8,Z,19,13,16.3,17,3
1012,2022,Bentley,Continental GT,Subcompact,4,8,AM8,Z,14.9,9,12.2,23,3
1013,2022,Bentley,Continental GT Speed,Subcompact,6,12,AM8,Z,19.6,12,16.2,17,3
1014,2022,Bentley,Continental GT Convertible,Minicompact,4,8,AM8,Z,15.2,9.2,12.5,23,3
1015,2022,Bentley,Continental GT Convertible Speed,Minicompact,6,12,AM8,Z,20.3,12.9,17,17,3
1016,2022,Bentley,Flying Spur,Mid-size,4,8,AM8,Z,15.5,11.6,13.7,21,3
